35.0,Never Really Over,Katy Perry,dance pop,100.0,88.0,77.0,-5.0,32.0,39.0,224.0,19.0,6.0,89.0
36.0,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,big room,114.0,72.0,66.0,-7.0,14.0,32.0,164.0,18.0,6.0,89.0
37.0,Otro Trago,Sech,panamanian pop,176.0,70.0,75.0,-5.0,11.0,62.0,226.0,14.0,34.0,91.0
38.0,Antisocial (with Travis Scott),Ed Sheeran,pop,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,87.0
39.0,Sucker,Jonas Brothers,boy band,138.0,73.0,84.0,-5.0,11.0,95.0,181.0,4.0,6.0,80.0
40.0,fuck I am lonely (with Anne-Marie) - from 13 Reasons Why: Season 3,Lauv,dance pop,95.0,56.0,81.0,-6.0,6.0,68.0,199.0,48.0,7.0,78.0
41.0,Higher Love,Kygo,edm,104.0,68.0,,-7.0,10.0,40.0,228.0,2.0,3.0,88.0
42.0,You Need To Calm Down,Taylor Swift,dance pop,85.0,68.0,77.0,-6.0,7.0,73.0,171.0,1.0,5.0,90.0
43.0,Shallow,Lady Gaga,dance pop,96.0,39.0,57.0,-6.0,23.0,32.0,216.0,37.0,3.0,87.0
44.0,Talk,Khalid,pop,136.0,40.0,90.0,-9.0,6.0,35.0,,5.0,13.0,84.0
45.0,Con Altura,ROSALÍA,r&b en espanol,98.0,69.0,88.0,-4.0,5.0,75.0,162.0,39.0,12.0,88.0
46.0,One Thing Right,Marshmello,brostep,88.0,62.0,66.0,-2.0,58.0,44.0,182.0,7.0,5.0,88.0
47.0,Te Robaré,Nicky Jam,latin,176.0,75.0,67.0,-4.0,8.0,80.0,202.0,24.0,6.0,88.0
48.0,Happier,Marshmello,brostep,100.0,79.0,69.0,-3.0,17.0,67.0,214.0,19.0,5.0,88.0
49.0,Call You Mine,The Chainsmokers,edm,104.0,70.0,59.0,-6.0,41.0,50.0,218.0,23.0,3.0,88.0
50.0,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,82.0
